ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE
1673	WOT	to happen, to occur	törütün	törütün	t ø r y t y n	
64	H	to harm	ārt	ārt	aː r t	
65	EAH	to harm	ārtat	ārtat	aː r t a t	
66	WOT	to harm	artat	artat	a r t a t	
735	H	to hate	dʹǖlöl	dʹǖlöl	ɟ yː l ø l	
736	OH	to hate	dʹǖle	dʹǖle	ɟ yː l ɛ	
737	LAH	to hate	dʹeü̯le	dʹeü̯le	ɟ ɛ ɥ l ɛ	
738	EAH	to hate	ǰeγile	ǰeγile	d͡ʒ ɛ ɣ i l ɛ	
739	WOT	to hate	ǰägilä	ǰägilä	d͡ʒ ɛ ɡ i l ɛ	
1383	H	to have pity for, to regret	sān	sān	s aː n	
1384	OH	to have pity for, to regret	sān	sān	s aː n	
1385	EAH	to have pity for, to regret	saγin	saγin	s a ɣ i n	
1386	WOT	to have pity for, to regret	saγïn	saγïn	s a ɣ ɯ n	
1546	H	to hold, carry; to last, visszatart	tårt	tårt	t ɒ r t	
1547	EAH	to hold, carry; to last, visszatart	tart	tart	t a r t	
1548	WOT	to hold, carry; to last, visszatart	tart	tart	t a r t	
1767	H	to hollow out, to scoop out	vāy	vāy	v aː j	
1768	EAH	to hollow out, to scoop out	vay	vay	v a j	
1769	WOT	to hollow out, to scoop out	vay	vay	v a j	
635	H	to increase, to put on weight, to grow stronger	dʹåråpodik	dʹåråpodik	ɟ ɒ r ɒ p o d i k	
636	OH	to increase, to put on weight, to grow stronger	dʹåråp	dʹåråp	ɟ ɒ r ɒ p	
637	LAH	to increase, to put on weight, to grow stronger	ǰarap	ǰarap	d͡ʒ a r a p	
638	EAH	to increase, to put on weight, to grow stronger	ǰarpa	ǰarpa	d͡ʒ a r p a	
639	WOT	to increase, to put on weight, to grow stronger	ǰarpa	ǰarpa	d͡ʒ a r p a	
640	H	to increase, to put on weight, to grow stronger	dʹåråpsik	dʹåråpsik	ɟ ɒ r ɒ p s i k	
641	OH	to increase, to put on weight, to grow stronger	dʹåråp	dʹåråp	ɟ ɒ r ɒ p	
642	LAH	to increase, to put on weight, to grow stronger	ǰarap	ǰarap	d͡ʒ a r a p	
643	EAH	to increase, to put on weight, to grow stronger	ǰarpa	ǰarpa	d͡ʒ a r p a	
644	WOT	to increase, to put on weight, to grow stronger	ǰarpa	ǰarpa	d͡ʒ a r p a	
1291	H	to injure, to hurt	šēr	šēr	ʃ eː r	
1292	EAH	to injure, to hurt	šir	šir	ʃ i r	
1293	WOT	to injure, to hurt	šir	šir	ʃ i r	
725	H	to knead, pug	dʹūr	dʹūr	ɟ uː r	
726	EAH	to knead, pug	ǰuγur	ǰuγur	d͡ʒ u ɣ u r	
727	WOT	to knead, pug	ǰuγur	ǰuγur	d͡ʒ u ɣ u r	
1607	H	to lay eggs	toyik	toyik	t o j i k	
1608	OH	to lay eggs	tuik	tuik	t u i k	
1609	LAH	to lay eggs	tuγik	tuγik	t u ɣ i k	
1610	EAH	to lay eggs	tuγ	tuγ	t u ɣ	
1611	WOT	to lay eggs	tuγ	tuγ	t u ɣ	
1612	H	to lay eggs	toyik	toyik	t o j i k	
1613	OH	to lay eggs	tuik	tuik	t u i k	
1614	LAH	to lay eggs	tuγik	tuγik	t u ɣ i k	
1615	EAH	to lay eggs	tuγ	tuγ	t u ɣ	
1616	WOT	to lay eggs	toγ	toγ	t o ɣ	
520	H	to lean, topple over, stream down	dȫl	dȫl	d øː l	
521	OH	to lean, topple over, stream down	dǖl	dǖl	d yː l	
522	EAH	to lean, topple over, stream down	dül	dül	d y l	
523	WOT	to lean, topple over, stream down	tül	tül	t y l	
524	H	to lean, topple over, stream down	dȫl	dȫl	d øː l	
525	OH	to lean, topple over, stream down	dǖl	dǖl	d yː l	
526	EAH	to lean, topple over, stream down	dül	dül	d y l	
527	WOT	to lean, topple over, stream down	dül	dül	d y l	
1478	H	to leap, to jump, to escape, to flee	sökik	sökik	s ø k i k	
1479	OH	to leap, to jump, to escape, to flee	sök	sök	s ø k	
1480	EAH	to leap, to jump, to escape, to flee	sek	sek	s ɛ k	
1481	WOT	to leap, to jump, to escape, to flee	sek	sek	s ɛ k	
55	H	to mow	åråt	åråt	ɒ r ɒ t	
56	EAH	to mow	orat	orat	o r a t	
57	WOT	to mow	orat	orat	o r a t	
58	H	to mow	åråt	åråt	ɒ r ɒ t	
59	EAH	to mow	orat	orat	o r a t	
60	WOT	to mow	or	or	o r	
44	H	to nurse, take care of	āpol	āpol	aː p o l	
45	OH	to nurse, take care of	apol	apol	a p o l	
46	EAH	to nurse, take care of	op	op	o p	
47	WOT	to nurse, take care of	op	op	o p	
1630	H	to pile up, to become blocked	torlōdik	torlōdik	t o r l oː d i k	
1631	OH	to pile up, to become blocked	torol	torol	t o r o l	
1632	LAH	to pile up, to become blocked	toro	toro	t o r o	
1633	EAH	to pile up, to become blocked	toro	toro	t o r o	
1634	WOT	to pile up, to become blocked	turo	turo	t u r o	
1635	H	to pile up, to become blocked	torlik	torlik	t o r l i k	
1636	OH	to pile up, to become blocked	torol	torol	t o r o l	
1637	LAH	to pile up, to become blocked	toro	toro	t o r o	
1638	EAH	to pile up, to become blocked	toro	toro	t o r o	
1639	WOT	to pile up, to become blocked	turo	turo	t u r o	
1787	H	to plait, to lay the rope	ver	ver	v ɛ r	
1788	WOT	to plait, to lay the rope	ver	ver	v ɛ r	
649	H	to produce, build, fabricate	dʹārt	dʹārt	ɟ aː r t	
650	OH	to produce, build, fabricate	dʹarat	dʹarat	ɟ a r a t	
651	EAH	to produce, build, fabricate	ǰarat	ǰarat	d͡ʒ a r a t	
652	WOT	to produce, build, fabricate	ǰarat	ǰarat	d͡ʒ a r a t	
548	H	to propitiate	engestel	engestel	ɛ n ɡ ɛ s t ɛ l	
549	EAH	to propitiate	eng	eng	ɛ n ɡ	
550	WOT	to propitiate	äŋ	äŋ	ɛ ŋ	
1725	H	to refresh oneself, to rest, to become cured	üdül	üdül	y d y l	
1726	OH	to refresh oneself, to rest, to become cured	idül	idül	i d y l	
1727	LAH	to refresh oneself, to rest, to become cured	edül	edül	ɛ d y l	
1728	EAH	to refresh oneself, to rest, to become cured	edü	edü	ɛ d y	
1729	WOT	to refresh oneself, to rest, to become cured	edü	edü	ɛ d y	
97	H	to regret, to be sorry	bān	bān	b aː n	
98	EAH	to regret, to be sorry	baγin	baγin	b a ɣ i n	
99	WOT	to regret, to be sorry	bagïn	bagïn	b a ɡ ɯ n	
1209	H	to rejoice, to be glad	örül	örül	ø r y l	
1210	OH	to rejoice, to be glad	ör	ör	ø r	
1211	LAH	to rejoice, to be glad	ȫr	ȫr	øː r	
1212	EAH	to rejoice, to be glad	öγir	öγir	ø ɣ i r	
1213	WOT	to rejoice, to be glad	öγir	öγir	ø ɣ i r	
1711	H	to roll up (a scroll or ones sleeves)	tǖr	tǖr	t yː r	
1712	EAH	to roll up (a scroll or ones sleeves)	tür	tür	t y r	
1713	WOT	to roll up (a scroll or ones sleeves)	tür	tür	t y r	
927	H	to ruminate (of bovines)	kērȫdzik	kērȫdzik	k eː r øː d͡z i k	
928	EAH	to ruminate (of bovines)	kēr	kēr	k eː r	
929	WOT	to ruminate (of bovines)	käwir	käwir	k ɛ w i r	
1413	H	to slumber, to doze	sender	sender	s ɛ n d ɛ r	
1414	EAH	to slumber, to doze	sen	sen	s ɛ n	
1415	WOT	to slumber, to doze	sön	sön	s ø n	
1416	H	to slumber, to doze	sender	sender	s ɛ n d ɛ r	
1417	EAH	to slumber, to doze	sen	sen	s ɛ n	
1418	WOT	to slumber, to doze	sender°	sender°	s ɛ n d ɛ r	
1419	H	to slumber, to doze	sender	sender	s ɛ n d ɛ r	
1420	EAH	to slumber, to doze	sön	sön	s ø n	
1421	WOT	to slumber, to doze	sön	sön	s ø n	
1422	H	to slumber, to doze	sender	sender	s ɛ n d ɛ r	
1423	EAH	to slumber, to doze	sön	sön	s ø n	
1424	WOT	to slumber, to doze	sender°	sender°	s ɛ n d ɛ r	
1425	H	to slumber, to doze	söndör	söndör	s ø n d ø r	
1426	EAH	to slumber, to doze	sen	sen	s ɛ n	
1427	WOT	to slumber, to doze	sön	sön	s ø n	
1428	H	to slumber, to doze	söndör	söndör	s ø n d ø r	
1429	EAH	to slumber, to doze	sen	sen	s ɛ n	
1430	WOT	to slumber, to doze	sender°	sender°	s ɛ n d ɛ r	
1431	H	to slumber, to doze	söndör	söndör	s ø n d ø r	
1432	EAH	to slumber, to doze	sön	sön	s ø n	
1433	WOT	to slumber, to doze	sön	sön	s ø n	
1434	H	to slumber, to doze	söndör	söndör	s ø n d ø r	
1435	EAH	to slumber, to doze	sön	sön	s ø n	
1436	WOT	to slumber, to doze	sender°	sender°	s ɛ n d ɛ r	
1470	H	to spread, to scatter, to winnow	sōr	sōr	s oː r	
1471	EAH	to spread, to scatter, to winnow	sawur	sawur	s a w u r	
1472	WOT	to spread, to scatter, to winnow	sawur	sawur	s a w u r	
528	H	to squeeze, to thrust into	dug	dug	d u ɡ	
529	EAH	to squeeze, to thrust into	dïg	dïg	d ɯ ɡ	
530	WOT	to squeeze, to thrust into	dïg	dïg	d ɯ ɡ	
531	H	to squeeze, to thrust into	dug	dug	d u ɡ	
532	EAH	to squeeze, to thrust into	dïg	dïg	d ɯ ɡ	
533	WOT	to squeeze, to thrust into	tïk	tïk	t ɯ k	
1186	H	to stitch, to put on a dress	ölt	ölt	ø l t	
1187	EAH	to stitch, to put on a dress	ilt	ilt	i l t	
1188	WOT	to stitch, to put on a dress	ilt	ilt	i l t	
1511	H	to strain, to filter	sǖr	sǖr	s yː r	
1512	EAH	to strain, to filter	sür	sür	s y r	
1513	WOT	to strain, to filter	sür	sür	s y r	
798	H	to suit something, to be proper, to fit into	illik	illik	i l l i k	
799	EAH	to suit something, to be proper, to fit into	il	il	i l	
800	WOT	to suit something, to be proper, to fit into	il	il	i l	
1277	H	to sweep, to broom	šeper	šeper	ʃ ɛ p ɛ r	
1278	EAH	to sweep, to broom	šipir	šipir	ʃ i p i r	
1279	WOT	to sweep, to broom	šipir	šipir	ʃ i p i r	
1193	H	to take root, to grow stronger (plant, animal)	önik	önik	ø n i k	
1194	OH	to take root, to grow stronger (plant, animal)	ön	ön	ø n	
1195	EAH	to take root, to grow stronger (plant, animal)	ün	ün	y n	
1196	WOT	to take root, to grow stronger (plant, animal)	ǖn	ǖn	yː n	
1133	H	to teach	oktåt	oktåt	o k t ɒ t	
1134	OH	to teach	ok	ok	o k	
1135	EAH	to teach	uk	uk	u k	
1136	WOT	to teach	uk	uk	u k	
564	H	to tire, lose vitality, slacken, relax	erńed	erńed	ɛ r ɲ ɛ d	
565	EAH	to tire, lose vitality, slacken, relax	erin	erin	ɛ r i n	
566	WOT	to tire, lose vitality, slacken, relax	ärin	ärin	ɛ r i n	
714	H	to torture, to make suffer	dʹötör	dʹötör	ɟ ø t ø r	
715	OH	to torture, to make suffer	ǰütür	ǰütür	d͡ʒ y t y r	
716	EAH	to torture, to make suffer	ǰitür	ǰitür	d͡ʒ i t y r	
717	WOT	to torture, to make suffer	ǰitür	ǰitür	d͡ʒ i t y r	
1583	H	to turn, to change the original direction	tērül	tērül	t eː r y l	
1584	OH	to turn, to change the original direction	tēr	tēr	t eː r	
1585	EAH	to turn, to change the original direction	tevir	tevir	t ɛ v i r	
1586	WOT	to turn, to change the original direction	tävir	tävir	t ɛ v i r	
1587	H	to turn, to change the original direction	tērīt	tērīt	t eː r iː t	
1588	OH	to turn, to change the original direction	tēr	tēr	t eː r	
1589	EAH	to turn, to change the original direction	tevir	tevir	t ɛ v i r	
1590	WOT	to turn, to change the original direction	tävir	tävir	t ɛ v i r	
1573	H	to vegetate, to linger in misery	tengȫdik	tengȫdik	t ɛ n ɡ øː d i k	
1574	OH	to vegetate, to linger in misery	teng	teng	t ɛ n ɡ	
1575	EAH	to vegetate, to linger in misery	teng	teng	t ɛ n ɡ	
1576	WOT	to vegetate, to linger in misery	täŋ	täŋ	t ɛ ŋ	
1560	H	to wind something round, to twist	teker	teker	t ɛ k ɛ r	
1561	EAH	to wind something round, to twist	teker	teker	t ɛ k ɛ r	
1562	WOT	to wind something round, to twist	täkir	täkir	t ɛ k i r	
476	H	to wind, to turn, to distrort, misinterpret, to spin a yarn	čǖr	čǖr	t͡ʃ yː r	
477	EAH	to wind, to turn, to distrort, misinterpret, to spin a yarn	čevür	čevür	t͡ʃ ɛ v y r	
478	WOT	to wind, to turn, to distrort, misinterpret, to spin a yarn	čäwür	čäwür	t͡ʃ ɛ w y r	
1387	H	to wish, to intend something for somebody/something, to devote	sān	sān	s aː n	
1388	WOT	to wish, to intend something for somebody/something, to devote	sān	sān	s aː n	
809	H	to write	īr	īr	iː r	
810	EAH	to write	ir	ir	i r	
811	WOT	to write	ïr	ïr	ɯ r	
1008	H	tomb, small hill, elevated, dry place in a marsh	korhāń	korhāń	k o r h aː ɲ	
1009	EAH	tomb, small hill, elevated, dry place in a marsh	korγan	korγan	k o r ɣ a n	
1010	WOT	tomb, small hill, elevated, dry place in a marsh	korγan	korγan	k o r ɣ a n	
860	H	trap, snare	kåptāń	kåptāń	k ɒ p t aː ɲ	
861	OH	trap, snare	kåpkāń	kåpkāń	k ɒ p k aː ɲ	
862	EAH	trap, snare	kapkan	kapkan	k a p k a n	
863	WOT	trap, snare	kapkan	kapkan	k a p k a n	
345	H	trap; snare (for catching birds); bird cage	čigle	čigle	t͡ʃ i ɡ l ɛ	
346	EAH	trap; snare (for catching birds); bird cage	čikle	čikle	t͡ʃ i k l ɛ	
347	WOT	trap; snare (for catching birds); bird cage	čiklä	čiklä	t͡ʃ i k l ɛ	
348	H	trap; snare (for catching birds); bird cage	čëkle	čëkle	t͡ʃ e k l ɛ	
349	EAH	trap; snare (for catching birds); bird cage	čikle	čikle	t͡ʃ i k l ɛ	
350	WOT	trap; snare (for catching birds); bird cage	čiklä	čiklä	t͡ʃ i k l ɛ	
351	H	trap; snare (for catching birds); bird cage	čeklʹe	čeklʹe	t͡ʃ ɛ k ʎ ɛ	
352	EAH	trap; snare (for catching birds); bird cage	čikle	čikle	t͡ʃ i k l ɛ	
353	WOT	trap; snare (for catching birds); bird cage	čiklä	čiklä	t͡ʃ i k l ɛ	
354	H	trap; snare (for catching birds); bird cage	čikle	čikle	t͡ʃ i k l ɛ	
355	EAH	trap; snare (for catching birds); bird cage	čikle	čikle	t͡ʃ i k l ɛ	
356	WOT	trap; snare (for catching birds); bird cage	čiklä	čiklä	t͡ʃ i k l ɛ	
1770	H	trough, tray	vālʹū	vālʹū	v aː ʎ uː	
1771	OH	trough, tray	valʹū	valʹū	v a ʎ uː	
1772	LAH	trough, tray	vālū	vālū	v aː l uː	
1773	EAH	trough, tray	valaγ	valaγ	v a l a ɣ	
1774	WOT	trough, tray	valaγ	valaγ	v a l a ɣ	
1563	H	trough, wash tub, hutch	teknȫ	teknȫ	t ɛ k n øː	
1564	OH	trough, wash tub, hutch	tekenȫ	tekenȫ	t ɛ k ɛ n øː	
1565	EAH	trough, wash tub, hutch	tekeneγ	tekeneγ	t ɛ k ɛ n ɛ ɣ	
1566	WOT	trough, wash tub, hutch	täkänäγ	täkänäγ	t ɛ k ɛ n ɛ ɣ	
1389	H	trousseau box	sāndok	sāndok	s aː n d o k	
1390	WOT	trousseau box	sanduk	sanduk	s a n d u k	
910	H	trousseau, dowry, gift given with the bride or bridegroom	kelendʹe	kelendʹe	k ɛ l ɛ n ɟ ɛ	
911	OH	trousseau, dowry, gift given with the bride or bridegroom	kelinǰe	kelinǰe	k ɛ l i n d͡ʒ ɛ	
912	EAH	trousseau, dowry, gift given with the bride or bridegroom	kälinčäγ	kälinčäγ	k ɛ l i n t͡ʃ ɛ ɣ	
913	WOT	trousseau, dowry, gift given with the bride or bridegroom	kälinčäγ	kälinčäγ	k ɛ l i n t͡ʃ ɛ ɣ	
792	H	twin	iker	iker	i k ɛ r	
793	EAH	twin	ikir	ikir	i k i r	
794	WOT	twin	ikir	ikir	i k i r	
1371	H	uvula, the recurved point of a fishing hook or a lance, red wattle on a chicken	såkå	såkå	s ɒ k ɒ	
1372	EAH	uvula, the recurved point of a fishing hook or a lance, red wattle on a chicken	sakaγ	sakaγ	s a k a ɣ	
1373	WOT	uvula, the recurved point of a fishing hook or a lance, red wattle on a chicken	sakaγ	sakaγ	s a k a ɣ	
109	H	velvet	bāršoń	bāršoń	b aː r ʃ o ɲ	
110	OH	velvet	baršun	baršun	b a r ʃ u n	
111	EAH	velvet	barčun	barčun	b a r t͡ʃ u n	
112	WOT	velvet	barčun	barčun	b a r t͡ʃ u n	
1514	H	virgin, pure	sǖz	sǖz	s yː z	
1515	OH	virgin, pure	süz	süz	s y z	
1516	EAH	virgin, pure	süzök	süzök	s y z ø k	
1517	WOT	virgin, pure	süzök	süzök	s y z ø k	
937	H	vulture, Vultur	kešelʹǖ	kešelʹǖ	k ɛ ʃ ɛ ʎ yː	
938	OH	vulture, Vultur	kešeleü̯	kešeleü̯	k ɛ ʃ ɛ l ɛ ɥ	
939	EAH	vulture, Vultur	küčeleγ	küčeleγ	k y t͡ʃ ɛ l ɛ ɣ	
940	WOT	vulture, Vultur	küčäläγ	küčäläγ	k y t͡ʃ ɛ l ɛ ɣ	
132	H	wage, rent	bēr	bēr	b eː r	
133	EAH	wage, rent	bērü	bērü	b eː r y	
134	WOT	wage, rent	berü	berü	b ɛ r y	
660	H	weak, feeble	dʹënge	dʹënge	ɟ e n ɡ ɛ	
661	EAH	weak, feeble	ǰenge	ǰenge	d͡ʒ ɛ n ɡ ɛ	
662	WOT	weak, feeble	ǰeŋi	ǰeŋi	d͡ʒ ɛ ŋ i	
540	H	wedge	ēk	ēk	eː k	
541	WOT	wedge	ēk	ēk	eː k	
589	H	weed	gåz	gåz	ɡ ɒ z	
590	OH	weed	kāz	kāz	k aː z	
591	EAH	weed	kaγzu	kaγzu	k a ɣ z u	
592	WOT	weed	kaγδu	kaγδu	k a ɣ ð u	
690	H	weed	dʹom	dʹom	ɟ o m	
691	EAH	weed	ǰom	ǰom	d͡ʒ o m	
692	WOT	weed	ǰom	ǰom	d͡ʒ o m	
1754	H	wether, sheep	ürü	ürü	y r y	
1755	OH	wether, sheep	irǖ	irǖ	i r yː	
1756	EAH	wether, sheep	iriγ	iriγ	i r i ɣ	
1757	WOT	wether, sheep	iriγ	iriγ	i r i ɣ	
322	H	wheat, Triticum	būzå	būzå	b uː z ɒ	
323	OH	wheat, Triticum	būza	būza	b uː z a	
324	EAH	wheat, Triticum	buγzai	buγzai	b u ɣ z a i	
325	WOT	wheat, Triticum	buγδay	buγδay	b u ɣ ð a j	
844	H	whip, lash	kåmči	kåmči	k ɒ m t͡ʃ i	
845	WOT	whip, lash	kamči	kamči	k a m t͡ʃ i	
846	H	whip, lash	kåmši	kåmši	k ɒ m ʃ i	
847	WOT	whip, lash	kamči	kamči	k a m t͡ʃ i	
848	H	whip, lash	kåmži	kåmži	k ɒ m z i	
849	WOT	whip, lash	kamči	kamči	k a m t͡ʃ i	
1218	H	whirlpool, eddy	örvēń	örvēń	ø r v eː ɲ	
1219	OH	whirlpool, eddy	ȫr	ȫr	øː r	
1220	LAH	whirlpool, eddy	ewir	ewir	ɛ w i r	
1221	EAH	whirlpool, eddy	eγir	eγir	ɛ ɣ i r	
1222	WOT	whirlpool, eddy	äγir	äγir	ɛ ɣ i r	
1223	H	whirlpool, eddy	ȫrēm	ȫrēm	øː r eː m	
1224	OH	whirlpool, eddy	eürem	eürem	ɛ y r ɛ m	
1225	EAH	whirlpool, eddy	eγrim	eγrim	ɛ ɣ r i m	
1226	WOT	whirlpool, eddy	ägirim	ägirim	ɛ ɡ i r i m	
1227	H	whirlpool, eddy	örmēń	örmēń	ø r m eː ɲ	
1228	EAH	whirlpool, eddy	örmen	örmen	ø r m ɛ n	
1229	WOT	whirlpool, eddy	äγirmän	äγirmän	ɛ ɣ i r m ɛ n	
1230	H	whirlpool, eddy	örmēń	örmēń	ø r m eː ɲ	
1231	EAH	whirlpool, eddy	örmen	örmen	ø r m ɛ n	
1232	WOT	whirlpool, eddy	ägir	ägir	ɛ ɡ i r	
1233	H	whirlpool, eddy	örmēń	örmēń	ø r m eː ɲ	
1234	EAH	whirlpool, eddy	örmen	örmen	ø r m ɛ n	
1235	WOT	whirlpool, eddy	ägir	ägir	ɛ ɡ i r	
964	H	wild/meadow saffron, Colchicum autumnale; lions tooth, Taraxacum	kikerič	kikerič	k i k ɛ r i t͡ʃ	
965	EAH	wild/meadow saffron, Colchicum autumnale; lions tooth, Taraxacum	kükerilč	kükerilč	k y k ɛ r i l t͡ʃ	
966	WOT	wild/meadow saffron, Colchicum autumnale; lions tooth, Taraxacum	kökärilč	kökärilč	k ø k ɛ r i l t͡ʃ	
1410	H	wind	sēl	sēl	s eː l	
1411	EAH	wind	sēl	sēl	s eː l	
1412	WOT	wind	śēl	śēl	s eː l	
220	H	wine	bor	bor	b o r	
221	EAH	wine	bor	bor	b o r	
222	WOT	wine	bor	bor	b o r	
1399	H	wing	sārń	sārń	s aː r ɲ	
1400	EAH	wing	śārn	śārn	s aː r n	
1401	WOT	wing	čaγrïn	čaγrïn	t͡ʃ a ɣ r ɯ n	
289	H	wise	bölč	bölč	b ø l t͡ʃ	
290	OH	wise	bȫč	bȫč	b øː t͡ʃ	
291	EAH	wise	büγüči	büγüči	b y ɣ y t͡ʃ i	
292	WOT	wise	büγüči	büγüči	b y ɣ y t͡ʃ i	
243	H	witch, sorceress	bosorkāń	bosorkāń	b o s o r k aː ɲ	
244	EAH	witch, sorceress	basarkan	basarkan	b a s a r k a n	
245	WOT	witch, sorceress	basarkan	basarkan	b a s a r k a n	
1525	H	witness	tånū	tånū	t ɒ n uː	
1526	EAH	witness	tanu	tanu	t a n u	
1527	WOT	witness	tanuγ	tanuγ	t a n u ɣ	
628	H	wool	dʹåpyū	dʹåpyū	ɟ ɒ p j uː	
629	OH	wool	ǰapyu	ǰapyu	d͡ʒ a p j u	
630	EAH	wool	ǰapγu	ǰapγu	d͡ʒ a p ɣ u	
631	WOT	wool	ǰapaγu	ǰapaγu	d͡ʒ a p a ɣ u	
1464	H	word	sō	sō	s oː	
1465	EAH	word	saw	saw	s a w	
1466	WOT	word	sav	sav	s a v	
1746	H	wormwood, Artemisia; bitterness	üröm	üröm	y r ø m	
1747	OH	wormwood, Artemisia; bitterness	ürim	ürim	y r i m	
1748	EAH	wormwood, Artemisia; bitterness	erim	erim	ɛ r i m	
1749	WOT	wormwood, Artemisia; bitterness	erim	erim	ɛ r i m	
1750	H	wormwood, Artemisia; bitterness	üröm	üröm	y r ø m	
1751	OH	wormwood, Artemisia; bitterness	irim	irim	i r i m	
1752	EAH	wormwood, Artemisia; bitterness	erim	erim	ɛ r i m	
1753	WOT	wormwood, Artemisia; bitterness	erim	erim	ɛ r i m	
1250	H	yellow	šār	šār	ʃ aː r	
1251	EAH	yellow	šari	šari	ʃ a r i	
1252	WOT	yellow	šarï	šarï	ʃ a r ɯ	
1253	H	yellow	šārgå	šārgå	ʃ aː r ɡ ɒ	
1254	OH	yellow	šarog	šarog	ʃ a r o ɡ	
1255	EAH	yellow	šarug	šarug	ʃ a r u ɡ	
1256	WOT	yellow	šarug	šarug	ʃ a r u ɡ	
781	H	yes; affirmative particle, very	igen	igen	i ɡ ɛ n	
782	EAH	yes; affirmative particle, very	egen	egen	ɛ ɡ ɛ n	
783	WOT	yes; affirmative particle, very	egän	egän	ɛ ɡ ɛ n	
1041	H	young of an animal, kid, puppy, lad	kölʹök	kölʹök	k ø ʎ ø k	
1042	OH	young of an animal, kid, puppy, lad	kölʹök	kölʹök	k ø ʎ ø k	
1043	LAH	young of an animal, kid, puppy, lad	kölek	kölek	k ø l ɛ k	
1044	EAH	young of an animal, kid, puppy, lad	külek	külek	k y l ɛ k	
1045	WOT	young of an animal, kid, puppy, lad	köläk	köläk	k ø l ɛ k	
967	H	‘a bird similar to a falcon, a kind of bird of prey’	kiköčēń	kiköčēń	k i k ø t͡ʃ eː ɲ	
968	OH	‘a bird similar to a falcon, a kind of bird of prey’	kikörčen	kikörčen	k i k ø r t͡ʃ ɛ n	
969	EAH	‘a bird similar to a falcon, a kind of bird of prey’	kükerčen	kükerčen	k y k ɛ r t͡ʃ ɛ n	
970	WOT	‘a bird similar to a falcon, a kind of bird of prey’	kökärčän	kökärčän	k ø k ɛ r t͡ʃ ɛ n	
697	H	‘to confess (sins)’	dʹōn	dʹōn	ɟ oː n	
698	OH	‘to confess (sins)’	dʹun	dʹun	ɟ u n	
699	EAH	‘to confess (sins)’	ǰūn	ǰūn	d͡ʒ uː n	
700	WOT	‘to confess (sins)’	ǰūn	ǰūn	d͡ʒ uː n	
701	H	‘to confess (sins)’	dʹovon	dʹovon	ɟ o v o n	
702	OH	‘to confess (sins)’	dʹuvun	dʹuvun	ɟ u v u n	
703	EAH	‘to confess (sins)’	ǰuvun	ǰuvun	d͡ʒ u v u n	
704	WOT	‘to confess (sins)’	ǰuvun	ǰuvun	d͡ʒ u v u n	
